id,author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,district,street,underground,residential_complex,price
440,Sminex,developer,Москва,sale,flat,23,26,1,35.67,Марфино, Академика Королева,Бутырская,Дом Достижение,21.33
441,VESPER,developer,Москва,sale,flat,-1,-1,-1,2.0,Пресненский, Костикова,Улица 1905 года,Lucky,103.78704
442,Sminex,developer,Москва,sale,flat,24,28,1,36.72,Марфино, Академика Королева,Бутырская,Дом Достижение,20.5
443,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,18,18,5,308.0,Якиманка, Шаболовка,Октябрьская,Созвездие Капитал-2,235.722759
444,ID 111759195,developer,Москва,sale,flat,2,12,3,71.7,Рязанский,Рязанский проспект,,balance,21.0081
445,TimeProperty,real_estate_agent,Москва,sale,flat,8,27,4,93.0,Раменки, Лобачевского,Мичуринский проспект,Событие,37.8
446,Point Estate Город,real_estate_agent,Москва,sale,flat,3,16,3,94.0,Академический, Дмитрия Ульянова,Академическая,Академическая жемчужина,62.0
447,MR Group,developer,Москва,sale,flat,42,54,2,55.16,Савеловский,2-я Хуторская ,Дмитровская,SYMPHONY 34,25.607892
448,Мария Маркитан,realtor,Санкт-Петербург,sale,flat,5,8,4,212.3,Петроградский,Каменноостровский проспект,,"Каменноостровский, 64",101.99
449,ЛСР Санкт-Петербург,developer,Санкт-Петербург,sale,flat,8,12,1,35.7,Красногвардейский,Большая Охта,,ЛСР Большая Охта ЖК,9.01425
450,Стоун,developer,Санкт-Петербург,sale,flat,2,6,1,23.07,Московский,Пулковское шоссе,Звездная,Перспектива,3.7262
451,Ramenky Realty,real_estate_agent,Москва,sale,flat,2,14,3,66.3,Раменки,,Минская,Вест Гарден ЖК,35.9
452,Алексей Мешалкин,realtor,Санкт-Петербург,sale,flat,5,9,3,121.0,Центральный,Шпалерная ,Чернышевская,,45.9
453,Forma,developer,Москва,sale,flat,3,20,2,42.44,Даниловский,Автозаводская ,Тульская,FORST,17.54035
454,FS PROPERTY,real_estate_agent,Москва,sale,flat,34,34,5,221.0,Ростокино,Сельскохозяйственная ,Ботанический сад,,160.0
455,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,5,5,-1,261.4,Замоскворечье,Большая Татарская ,Новокузнецкая,Bogenhouse,370.0
456,MR Group,developer,Москва,sale,flat,14,27,2,57.2,Даниловский,Дубининская ,Серпуховская,Павелецкая Сити,29.472752
457,Павел Пресняков,realtor,Санкт-Петербург,sale,flat,7,11,2,76.5,Василеостровский,набережная Реки Смоленки,Спортивная,Самоцветы,22.5
458,MHEstate - Элитная недвижимость,real_estate_agent,Москва,sale,flat,7,17,3,75.7,Беговой,Ленинградский проспект,Петровский Парк,Царская площадь,40.0
459,Светлана Рубанова,realtor,Санкт-Петербург,sale,flat,11,11,1,21.0,Пушкинский,проспект Старорусский,Купчино,All Inclusive,3.9
460,Kalinka Group,real_estate_agent,Москва,sale,flat,11,14,-1,283.0,Хамовники,переулок 1-й Тружеников,Киевская,Brodsky,700.0
461,NIKA ESTATE,real_estate_agent,Москва,sale,flat,4,10,5,198.8,Тверской, Фадеева,Новослободская,Итальянский Квартал,180.0
462,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,4,4,-1,307.85,Петроградский,1-я Березовая аллея,Черная речка,Резиденция на Каменном,346.05
463,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,10,23,4,191.0,Крылатское, Крылатские Холмы,Крылатское,,105.0
464,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,44,65,5,192.0,Пресненский,набережная Пресненская,Международная,Город Столиц,181.325199
465,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,7,7,5,326.0,Петроградский,Крестовский проспект,Крестовский остров,,299.9
466,А101,developer,Москва,sale,flat,13,30,2,38.4,Южное Бутово,м. Бунинская аллея,Бунинская аллея,Южные Сады ЖК,10.757758
467,Whitewill,real_estate_agent,Москва,sale,flat,6,19,4,140.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,Сердце Столицы,84.0
468,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,9,21,3,116.8,Пресненский,2-я Звенигородская ,Улица 1905 года,Lucky,128.48
469,Петербургская Недвижимость,representative_developer,Санкт-Петербург,sale,flat,2,12,1,23.02,Невский,Невская застава,Елизаровская,Астра Континенталь ЖК,7.050185
470,MR Group,developer,Москва,sale,flat,6,55,2,65.68,Марьина роща, 4-я Марьиной рощи,Марьина Роща,Mod,28.505317
471,GloraX,developer,Санкт-Петербург,sale,flat,2,19,1,31.39,Василеостровский,Морской,,Глоракс Премиум Василеостровский ЖК,9.709999
472,ALFA real estate,real_estate_agent,Москва,sale,flat,6,12,5,227.5,Хамовники, Усачева,Спортивная,Садовые кварталы,341.0
473,МЕТРЫ,real_estate_agent,Санкт-Петербург,sale,flat,2,5,1,27.9,Василеостровский,Кадетская линия,Спортивная,,7.55
474,Ирина Аккуратова,realtor,Санкт-Петербург,sale,flat,7,18,4,93.1,Красногвардейский,проспект Маршака,Девяткино,Новая Охта,14.2
475,ID 25540541,realtor,Москва,sale,flat,10,12,4,113.9,Тверской,2-я Брестская ,Маяковская,Резиденция Тверская,70.0
476,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,5,12,3,136.9,Хамовники, Усачева,Спортивная,Садовые кварталы,209.0
477,РГ-Девелопмент,developer,Москва,sale,flat,16,19,3,76.0,Савеловский,Старый Петровско-Разумовский проезд,Гражданская,Петровский парк II,30.932
478,Level Group,developer,Москва,sale,flat,10,29,2,58.9,Нижегородский,,Нижегородская,Левел Нижегородская ЖК,18.183421
479,Вера Саприна,realtor,Санкт-Петербург,sale,flat,4,19,1,35.0,Василеостровский,Морской,Приморская,GloraX Premium Василеостровский,11.85
480,ССК Риэлти,real_estate_agent,Москва,sale,flat,16,21,3,117.2,Пресненский, Костикова,Улица 1905 года,Lucky,120.0
481,SENATOR,developer,Санкт-Петербург,sale,flat,2,12,3,84.5,Невский,Октябрьская набережная,Пролетарская,Панорама Невы,18.987464
482,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,4,10,3,159.1,Петроградский,Ждановская ,Крестовский остров,Леонтьевский мыс,59.0
483,NIKA ESTATE,real_estate_agent,Москва,sale,flat,6,7,-1,630.0,Пресненский,Большая Никитская ,Баррикадная,Большая Никитская 45,1200.0
484,BRIGHT ESTATE - городская недвижимость,real_estate_agent,Москва,sale,flat,9,15,3,97.0,Хамовники, Усачева,Спортивная,Садовые кварталы,126.5
485,БСА,representative_developer,Москва,sale,flat,28,51,2,45.89,Пресненский,Шелепихинское шоссе,,Headliner,25.82018
486,ID 113418651,homeowner,Москва,sale,flat,2,8,5,110.0,Красносельский,Садовая-Спасская ,Красные ворота,,56.789
487,NF GROUP  St Petersburg,real_estate_agent,Санкт-Петербург,sale,flat,4,4,-1,533.2,Петроградский,Константиновский проспект,,,159.9
488,MR Group,developer,Москва,sale,flat,2,57,2,58.48,Филевский парк,,Фили,Фили Сити ЖК,29.221938
489,ID 85679165,unknown,Санкт-Петербург,sale,flat,13,18,3,109.7,Приморский, Савушкина,Беговая,,25.0
490,Мегалит–Охта Групп,developer,Санкт-Петербург,sale,flat,2,19,1,42.98,Приморский,Коломяжский проспект,Пионерская,Приморский квартал,10.250807
491,Whitewill,real_estate_agent,Москва,sale,flat,4,6,2,72.0,Арбат,Поварская ,Арбатская,De Luxe квартал апартаментов ,99.95
492,MR Group,developer,Москва,sale,flat,3,41,2,60.99,Раменки,1-й Сетуньский проезд,Лужники,Hide,33.352428
